id,platform,postId,authorId,authorName,content,createdAt,editedAt,url,channelId,threadRefId,media,metricsLikes,metricsComments,metricsShares,extraJson,isTest,language,project_id,job_id,sentiment,summary,ai_processed_at
"476027","blogs","d1f5b51fd987260027c55ea0--idea-1",,"Review: Malaysia Airlines A330-900neo Business Class","Matthew Klint enjoyed an excellent flight from Kuala Lumpur to Bali on a brand new Malaysia Airlines Airbus A330-900neo in business class, highlighting the aircraft's comfort and excellent service onboard.","""2026-02-22T23:48:38.283Z""",,"https://liveandletsfly.com/malaysia-airlines-a330-900neo-business-class-review/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T23:49:42.626Z"""
"476026","blogs","f76665889a6eb0201e1bbb67--idea-7",,"United Airlines Fundamentally Transforms MileagePlus With Credit Card–Driven Loyalty Strategy","MileagePlus is transitioning into a financial product focused on credit card loyalty rather than just a frequent flyer program, reflecting a significant shift in United Airlines' strategy.","""2026-02-22T23:48:35.397Z""",,"https://liveandletsfly.com/united-mileageplus-credit-card-changes/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T23:49:42.625Z"""
"476025","blogs","f76665889a6eb0201e1bbb67--idea-6",,"United Airlines Fundamentally Transforms MileagePlus With Credit Card–Driven Loyalty Strategy","United Airlines is shifting its MileagePlus program to prioritize credit card adoption and spending over traditional loyalty based on flight activity.","""2026-02-22T23:48:35.397Z""",,"https://liveandletsfly.com/united-mileageplus-credit-card-changes/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T23:49:42.624Z"""
"476024","blogs","f76665889a6eb0201e1bbb67--idea-5",,"United Airlines Fundamentally Transforms MileagePlus With Credit Card–Driven Loyalty Strategy","United Airlines is introducing a new debit card option that allows entry-level cardholders to earn enhanced mileage, requiring $10,000 in annual spending to unlock benefits.","""2026-02-22T23:48:35.397Z""",,"https://liveandletsfly.com/united-mileageplus-credit-card-changes/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T23:49:42.623Z"""
"476023","blogs","f76665889a6eb0201e1bbb67--idea-4",,"United Airlines Fundamentally Transforms MileagePlus With Credit Card–Driven Loyalty Strategy","MileagePlus members who hold a United credit or debit card will receive automatic award discounts of at least 10%, making premium cabin awards more accessible for cardholders.","""2026-02-22T23:48:35.397Z""",,"https://liveandletsfly.com/united-mileageplus-credit-card-changes/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T23:49:42.622Z"""
"476022","blogs","f76665889a6eb0201e1bbb67--idea-3",,"United Airlines Fundamentally Transforms MileagePlus With Credit Card–Driven Loyalty Strategy","United Airlines will eliminate mileage earning on Basic Economy fares for non-elite members unless they hold a United credit card, effective April 2, 2026.","""2026-02-22T23:48:35.397Z""",,"https://liveandletsfly.com/united-mileageplus-credit-card-changes/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T23:49:42.620Z"""
"476021","blogs","f76665889a6eb0201e1bbb67--idea-2",,"United Airlines Fundamentally Transforms MileagePlus With Credit Card–Driven Loyalty Strategy","Starting April 2, 2026, MileagePlus members without a United co-branded credit card will earn substantially fewer redeemable miles on United flights compared to cardholders.","""2026-02-22T23:48:35.397Z""",,"https://liveandletsfly.com/united-mileageplus-credit-card-changes/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T23:49:42.618Z"""
"476020","blogs","f76665889a6eb0201e1bbb67--idea-1",,"United Airlines Fundamentally Transforms MileagePlus With Credit Card–Driven Loyalty Strategy","United Airlines has announced significant changes to its MileagePlus loyalty program, shifting the focus towards rewarding credit card holders over non-cardholders.","""2026-02-22T23:48:35.397Z""",,"https://liveandletsfly.com/united-mileageplus-credit-card-changes/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEUTRAL",,"""2026-02-22T23:49:42.614Z"""
"476019","blogs","25eeeccd331912809be77449--idea-7",,"American Airlines CEO Promises Big Changes But Can’t Explain Why Anyone Should Care—Employees And Investors Left In Limbo","American Airlines needs to establish a clear vision and narrative to unify its strategic decisions and communicate effectively with customers and employees about its future direction.","""2026-02-22T01:33:30.583Z""",,"https://viewfromthewing.com/american-airlines-ceo-promises-big-changes-but-cant-explain-why-anyone-should-care-leaving-employees-and-investors-in-limbo/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T01:34:38.840Z"""
"476018","blogs","25eeeccd331912809be77449--idea-6",,"American Airlines CEO Promises Big Changes But Can’t Explain Why Anyone Should Care—Employees And Investors Left In Limbo","Robert Isom inherited a difficult situation from Doug Parker, who made poor decisions that burdened American Airlines with debt and stripped down its product offerings, complicating Isom's efforts to pivot towards a more premium experience.","""2026-02-22T01:33:30.583Z""",,"https://viewfromthewing.com/american-airlines-ceo-promises-big-changes-but-cant-explain-why-anyone-should-care-leaving-employees-and-investors-in-limbo/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T01:34:38.839Z"""
"476017","blogs","25eeeccd331912809be77449--idea-5",,"American Airlines CEO Promises Big Changes But Can’t Explain Why Anyone Should Care—Employees And Investors Left In Limbo","American Airlines has the potential to improve operational reliability and customer service, but it faces challenges in executing these goals effectively, particularly in its Dallas and Charlotte hubs.","""2026-02-22T01:33:30.583Z""",,"https://viewfromthewing.com/american-airlines-ceo-promises-big-changes-but-cant-explain-why-anyone-should-care-leaving-employees-and-investors-in-limbo/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"MIXED",,"""2026-02-22T01:34:38.838Z"""
"476016","blogs","25eeeccd331912809be77449--idea-4",,"American Airlines CEO Promises Big Changes But Can’t Explain Why Anyone Should Care—Employees And Investors Left In Limbo","During a CNBC appearance, Robert Isom provided a list of initiatives but failed to convey a coherent vision for American Airlines, which is essential for guiding employees and reassuring customers.","""2026-02-22T01:33:30.583Z""",,"https://viewfromthewing.com/american-airlines-ceo-promises-big-changes-but-cant-explain-why-anyone-should-care-leaving-employees-and-investors-in-limbo/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T01:34:38.837Z"""
"476015","blogs","25eeeccd331912809be77449--idea-3",,"American Airlines CEO Promises Big Changes But Can’t Explain Why Anyone Should Care—Employees And Investors Left In Limbo","American Airlines has struggled with financial performance, breaking even in 2025 while competitors Delta and United reported billion-dollar profits, leading to increased calls for CEO Robert Isom to resign.","""2026-02-22T01:33:30.583Z""",,"https://viewfromthewing.com/american-airlines-ceo-promises-big-changes-but-cant-explain-why-anyone-should-care-leaving-employees-and-investors-in-limbo/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T01:34:38.834Z"""
"476014","blogs","25eeeccd331912809be77449--idea-2",,"American Airlines CEO Promises Big Changes But Can’t Explain Why Anyone Should Care—Employees And Investors Left In Limbo","Robert Isom has faced criticism for not articulating a clear vision for American Airlines, despite the airline making better decisions and improvements than in previous years under his leadership and that of his predecessor Doug Parker.","""2026-02-22T01:33:30.583Z""",,"https://viewfromthewing.com/american-airlines-ceo-promises-big-changes-but-cant-explain-why-anyone-should-care-leaving-employees-and-investors-in-limbo/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"MIXED",,"""2026-02-22T01:34:38.823Z"""
"476013","blogs","25eeeccd331912809be77449--idea-1",,"American Airlines CEO Promises Big Changes But Can’t Explain Why Anyone Should Care—Employees And Investors Left In Limbo","American Airlines is implementing significant changes, including new premium cabins and improved meals, but CEO Robert Isom has not clearly communicated a vision for the airline, leaving employees, customers, and investors uncertain about its future direction.","""2026-02-22T01:33:30.583Z""",,"https://viewfromthewing.com/american-airlines-ceo-promises-big-changes-but-cant-explain-why-anyone-should-care-leaving-employees-and-investors-in-limbo/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T01:34:38.818Z"""
"476012","blogs","96a1b8889f1ee752a2f245cf--idea-7",,"Delta’s $1.3 Billion Profit Sharing Day Was So Big Even IT Had DJs—Inside The Culture Keeping Employees Flying High","Delta Air Lines' profit sharing formula was preserved after a vote by pilots in 2015, ensuring that employees continue to benefit from the airline's profitability.","""2026-02-22T01:33:28.410Z""",,"https://viewfromthewing.com/deltas-1-3-billion-profit-sharing-day-was-so-big-even-it-had-djs-inside-the-culture-keeping-employees-flying-high/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:38.814Z"""
"476011","blogs","96a1b8889f1ee752a2f245cf--idea-6",,"Delta’s $1.3 Billion Profit Sharing Day Was So Big Even IT Had DJs—Inside The Culture Keeping Employees Flying High","Delta Air Lines has a history of effectively managing employee relations and compensation, which has helped maintain its leadership position in the airline industry.","""2026-02-22T01:33:28.410Z""",,"https://viewfromthewing.com/deltas-1-3-billion-profit-sharing-day-was-so-big-even-it-had-djs-inside-the-culture-keeping-employees-flying-high/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:38.809Z"""
"476010","blogs","96a1b8889f1ee752a2f245cf--idea-5",,"Delta’s $1.3 Billion Profit Sharing Day Was So Big Even IT Had DJs—Inside The Culture Keeping Employees Flying High","Delta Air Lines' strong corporate culture significantly contributes to its success by aligning employee incentives with customer service, creating a self-reinforcing cycle of profitability.","""2026-02-22T01:33:28.410Z""",,"https://viewfromthewing.com/deltas-1-3-billion-profit-sharing-day-was-so-big-even-it-had-djs-inside-the-culture-keeping-employees-flying-high/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.646Z"""
"476009","blogs","96a1b8889f1ee752a2f245cf--idea-4",,"Delta’s $1.3 Billion Profit Sharing Day Was So Big Even IT Had DJs—Inside The Culture Keeping Employees Flying High","Delta Air Lines employees exhibit a higher level of job satisfaction and professionalism compared to employees at American Airlines, contributing to Delta's overall profitability.","""2026-02-22T01:33:28.410Z""",,"https://viewfromthewing.com/deltas-1-3-billion-profit-sharing-day-was-so-big-even-it-had-djs-inside-the-culture-keeping-employees-flying-high/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T01:34:35.646Z"""
"476008","blogs","96a1b8889f1ee752a2f245cf--idea-3",,"Delta’s $1.3 Billion Profit Sharing Day Was So Big Even IT Had DJs—Inside The Culture Keeping Employees Flying High","Delta Air Lines fosters a positive workplace culture, as evidenced by celebrations at headquarters that included DJs, karaoke, and various treats, creating a festive atmosphere for employees on Profit Sharing Day.","""2026-02-22T01:33:28.410Z""",,"https://viewfromthewing.com/deltas-1-3-billion-profit-sharing-day-was-so-big-even-it-had-djs-inside-the-culture-keeping-employees-flying-high/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.645Z"""
"476007","blogs","96a1b8889f1ee752a2f245cf--idea-2",,"Delta’s $1.3 Billion Profit Sharing Day Was So Big Even IT Had DJs—Inside The Culture Keeping Employees Flying High","Delta Air Lines' profit sharing exceeds the total amounts paid out by all other U.S. airlines combined, marking the ninth time since 2014 that Delta has paid over $1 billion in profit sharing.","""2026-02-22T01:33:28.410Z""",,"https://viewfromthewing.com/deltas-1-3-billion-profit-sharing-day-was-so-big-even-it-had-djs-inside-the-culture-keeping-employees-flying-high/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.644Z"""
"476006","blogs","96a1b8889f1ee752a2f245cf--idea-1",,"Delta’s $1.3 Billion Profit Sharing Day Was So Big Even IT Had DJs—Inside The Culture Keeping Employees Flying High","Delta Air Lines celebrated Profit Sharing Day on February 13th by distributing $1.3 billion in bonuses to employees, which equates to 8.9% of their salaries or about a month's pay.","""2026-02-22T01:33:28.410Z""",,"https://viewfromthewing.com/deltas-1-3-billion-profit-sharing-day-was-so-big-even-it-had-djs-inside-the-culture-keeping-employees-flying-high/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.643Z"""
"476005","blogs","22a7387f2819dd670dda2c4e--idea-7",,"World’s Powerful Flight Attendant Heaps Effusive Praise On American Airlines CEO…","Sara Nelson, President of the Association of Flight Attendants, praised American Airlines CEO Robert Isom as the best leader for labor, despite ongoing tensions, following a new tentative contract that significantly raises wages for PSA flight attendants.","""2026-02-22T01:33:26.184Z""",,"https://liveandletsfly.com/sara-nelson-robert-isom/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.642Z"""
"476004","blogs","22a7387f2819dd670dda2c4e--idea-6",,"World’s Powerful Flight Attendant Heaps Effusive Praise On American Airlines CEO…","Sara Nelson, President of the Association of Flight Attendants, views Robert Isom's leadership as beneficial for labor because he has not imposed additional demands on flight attendants while providing significant pay raises.","""2026-02-22T01:33:26.184Z""",,"https://liveandletsfly.com/sara-nelson-robert-isom/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.641Z"""
"476003","blogs","22a7387f2819dd670dda2c4e--idea-5",,"World’s Powerful Flight Attendant Heaps Effusive Praise On American Airlines CEO…","Sara Nelson, President of the Association of Flight Attendants, criticized United Airlines for stalled negotiations after her team negotiated a deal for United flight attendants that was rejected.","""2026-02-22T01:33:26.184Z""",,"https://liveandletsfly.com/sara-nelson-robert-isom/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T01:34:35.640Z"""
"476002","blogs","22a7387f2819dd670dda2c4e--idea-4",,"World’s Powerful Flight Attendant Heaps Effusive Praise On American Airlines CEO…","Sara Nelson, President of the Association of Flight Attendants, praised American Airlines CEO Robert Isom while subtly criticizing United Airlines CEO Scott Kirby for his lack of direct involvement in negotiations for United flight attendants.","""2026-02-22T01:33:26.184Z""",,"https://liveandletsfly.com/sara-nelson-robert-isom/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"MIXED",,"""2026-02-22T01:34:35.640Z"""
"476001","blogs","22a7387f2819dd670dda2c4e--idea-3",,"World’s Powerful Flight Attendant Heaps Effusive Praise On American Airlines CEO…","Sara Nelson, President of the Association of Flight Attendants, stated that American Airlines agreed to a shorter contract term, allowing workers to continue bargaining for their fair share of profits, which she believes is not the case with other airlines.","""2026-02-22T01:33:26.184Z""",,"https://liveandletsfly.com/sara-nelson-robert-isom/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.638Z"""
"476000","blogs","22a7387f2819dd670dda2c4e--idea-2",,"World’s Powerful Flight Attendant Heaps Effusive Praise On American Airlines CEO…","Nelson's praise for Isom contrasts with her criticism of United Airlines CEO Scott Kirby, whose flight attendants remain underpaid and without a new contract since 2019.","""2026-02-22T01:33:26.184Z""",,"https://liveandletsfly.com/sara-nelson-robert-isom/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"MIXED",,"""2026-02-22T01:34:35.637Z"""
"475999","blogs","22a7387f2819dd670dda2c4e--idea-1",,"World’s Powerful Flight Attendant Heaps Effusive Praise On American Airlines CEO…","Sara Nelson, President of the Association of Flight Attendants, praised American Airlines CEO Robert Isom for his commitment to frontline employees after PSA flight attendants secured a tentative agreement for wage increases of up to 50%.","""2026-02-22T01:33:26.184Z""",,"https://liveandletsfly.com/sara-nelson-robert-isom/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.636Z"""
"475998","blogs","ad7f25b4215ec103f49672bd--idea-7",,"How to use and maximize Delta’s TakeOff 15 feature to save on award tickets","The TakeOff 15 benefit allows eligible Delta cobranded cardholders to save hundreds of dollars in SkyMiles annually, with no limit on how many times the benefit can be used.","""2026-02-22T01:33:15.232Z""",,"https://thepointsguy.com/news/delta-credit-card-award-discount/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.635Z"""
"475997","blogs","ad7f25b4215ec103f49672bd--idea-6",,"How to use and maximize Delta’s TakeOff 15 feature to save on award tickets","Delta Air Lines will refund both miles and fees immediately after a customer cancels a ticket to take advantage of the TakeOff 15 discount, except for non-refundable basic economy award tickets.","""2026-02-22T01:33:15.232Z""",,"https://thepointsguy.com/news/delta-credit-card-award-discount/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.634Z"""
"475996","blogs","ad7f25b4215ec103f49672bd--idea-5",,"How to use and maximize Delta’s TakeOff 15 feature to save on award tickets","Delta Air Lines customers can potentially save on previously booked flights by checking if the price has dropped with the TakeOff 15 feature and rebooking if necessary.","""2026-02-22T01:33:15.232Z""",,"https://thepointsguy.com/news/delta-credit-card-award-discount/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.633Z"""
"475995","blogs","ad7f25b4215ec103f49672bd--idea-4",,"How to use and maximize Delta’s TakeOff 15 feature to save on award tickets","The TakeOff 15 discount applies only to Delta- and Delta Connection-operated flights and does not apply to Pay with Miles, Miles + Cash purchases, or upgrades purchased after ticketing.","""2026-02-22T01:33:15.232Z""",,"https://thepointsguy.com/news/delta-credit-card-award-discount/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEUTRAL",,"""2026-02-22T01:34:35.631Z"""
"475994","blogs","ad7f25b4215ec103f49672bd--idea-3",,"How to use and maximize Delta’s TakeOff 15 feature to save on award tickets","To use the TakeOff 15 discount, Delta Air Lines customers must pay the taxes and fees with their eligible Delta cobranded American Express card when booking award flights.","""2026-02-22T01:33:15.232Z""",,"https://thepointsguy.com/news/delta-credit-card-award-discount/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEUTRAL",,"""2026-02-22T01:34:35.627Z"""
"475993","blogs","ad7f25b4215ec103f49672bd--idea-2",,"How to use and maximize Delta’s TakeOff 15 feature to save on award tickets","Eligible Delta cobranded American Express cards for the TakeOff 15 discount include the Delta SkyMiles® Gold, Platinum, and Reserve cards, while the Delta SkyMiles® Blue card is not eligible.","""2026-02-22T01:33:15.232Z""",,"https://thepointsguy.com/news/delta-credit-card-award-discount/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEUTRAL",,"""2026-02-22T01:34:35.622Z"""
"475992","blogs","ad7f25b4215ec103f49672bd--idea-1",,"How to use and maximize Delta’s TakeOff 15 feature to save on award tickets","Delta Air Lines offers a TakeOff 15 benefit that provides a 15% discount on all award flights for holders of eligible cobranded American Express cards.","""2026-02-22T01:33:15.232Z""",,"https://thepointsguy.com/news/delta-credit-card-award-discount/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"POSITIVE",,"""2026-02-22T01:34:35.617Z"""
"475991","blogs","0532ea0499dd402e1012f8a3--idea-1",,"American Airlines Is Falling Behind. Here’s Why","Delta Air Lines and United Airlines are dominating airline profits while American Airlines is falling behind, and Frontier Airlines is struggling to recover.","""2026-02-22T01:33:13.564Z""",,"https://airlineweekly.skift.com/2026/02/american-airlines-is-falling-behind-heres-why/",,,,,,,,"false",,"01KEDS2SD1X3MVN76DV58CMNJD",,"NEGATIVE",,"""2026-02-22T01:34:35.611Z"""
"475481","youtube","yt_4K2CZKv47aY_2026-02-10T20:51:36.515Z",,"@JeffandKariAdventures","There is quite a bit to it. I enjoy finding ways to make the extra miles or points.","""2026-02-10T20:51:36.515Z""",,"https://www.youtube.com/watch?v=4K2CZKv47aY",,"4K2CZKv47aY",,,"0",,"{""cid"":""UgxcCl_c3-vATd89DwF4AaABAg.ASonWdxCgGJASprEg-7aEH"",""replyToCid"":""UgxcCl_c3-vATd89DwF4AaABAg"",""type"":""reply"",""publishedTimeText"":""5 days ago"",""comment"":""There is quite a bit to it. I enjoy finding ways to make the extra miles or points."",""author"":""@JeffandKariAdventures"",""authorIsChannelOwner"":true,""replyCount"":0,""voteCount"":1,""hasCreatorHeart"":false,""videoId"":""4K2CZKv47aY"",""pageUrl"":""https://www.youtube.com/watch?v=4K2CZKv47aY"",""commentsCount"":3,""title"":""Stop Flying for Status: The REAL Way to Earn AA Status in 2026!""}","false","en","01KEDS2SD1X3MVN76DV58CMNJD","01KH4N1032XMAE7C9BH18BGE9Z","POSITIVE",,"""2026-02-10T20:53:00.397Z"""
"475480","youtube","yt_-QQim7pcMFY_2026-02-10T20:51:36.513Z",,"@OskarFredlund","Why do SAS have the danish flag its swedish 😭","""2026-02-10T20:51:36.513Z""",,"https://www.youtube.com/watch?v=-QQim7pcMFY",,"-QQim7pcMFY",,,"0",,"{""cid"":""UgwFJ_LbKQ_mc8tJVSl4AaABAg.ASxo12AxAriAT-VU8wU_3D"",""replyToCid"":""UgwFJ_LbKQ_mc8tJVSl4AaABAg"",""type"":""reply"",""publishedTimeText"":""1 day ago"",""comment"":""Why do SAS have the danish flag its swedish 😭"",""author"":""@OskarFredlund"",""authorIsChannelOwner"":false,""replyCount"":0,""voteCount"":0,""hasCreatorHeart"":false,""videoId"":""-QQim7pcMFY"",""pageUrl"":""https://www.youtube.com/shorts/-QQim7pcMFY"",""commentsCount"":7,""title"":""top 10 safest airlines in 2025 ? #aviation #avgeek #aeroplane #automobile #airlines""}","false","en","01KEDS2SD1X3MVN76DV58CMNJD","01KH4N1032XMAE7C9BH18BGE9Z","NEUTRAL",,"""2026-02-10T20:53:00.381Z"""
